city,cases,deaths,codigo_ibge,latitude,longitude,date,day,case_day,death_day,%var_case_day,%var_death_day,avg7_cases,avg7_deaths,perc_death,avg7_perc_death
amparo,5.0,0.0,3501905.0,-22.7088,-46.772,2020-04-17,7,2,0,-300.0,0.0,0.0,0.0,0.0,0.0
andradina,1.0,0.0,3502101.0,-20.8948,-51.3786,2020-04-17,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
apiai,1.0,0.0,3502705.0,-24.5108,-48.8443,2020-04-17,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
aracariguama,1.0,0.0,3502754.0,-23.4366,-47.0608,2020-04-17,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
aracatuba,37.0,0.0,3502804.0,-21.2076,-50.4401,2020-04-17,17,4,0,-20.0,0.0,3.0,0.0,0.0,0.0
aracoiaba da serra,1.0,0.0,3502903.0,-23.5029,-47.6166,2020-04-17,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
arandu,3.0,0.0,3503109.0,-23.1386,-49.0487,2020-04-17,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0
araraquara,39.0,2.0,3503208.0,-21.7845,-48.178000000000004,2020-04-17,16,7,0,40.0,0.0,4.0,0.0,5.13,9.57
araras,6.0,0.0,3503307.0,-22.3572,-47.3842,2020-04-17,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0
artur nogueira,1.0,0.0,3503802.0,-22.5727,-47.1727,2020-04-17,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
aruja,21.0,1.0,3503901.0,-23.3965,-46.32,2020-04-17,22,4,0,100.0,0.0,1.0,0.0,4.76,7.1
assis,6.0,1.0,3504008.0,-22.66,-50.4183,2020-04-17,16,0,0,0.0,0.0,0.0,0.0,16.67,21.43
atibaia,18.0,1.0,3504107.0,-23.1171,-46.5563,2020-04-17,15,1,0,-66.67,0.0,0.0,0.0,5.56,2.65
avare,9.0,1.0,3504503.0,-23.1067,-48.9251,2020-04-17,10,3,0,200.0,0.0,0.0,0.0,11.11,11.59
bady bassitt,2.0,0.0,3504602.0,-20.9197,-49.4385,2020-04-17,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
bariri,1.0,0.0,3505203.0,-22.073,-48.7438,2020-04-17,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
barra do turvo,1.0,0.0,3505401.0,-24.759,-48.5013,2020-04-17,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
barretos,9.0,0.0,3505500.0,-20.5531,-48.5698,2020-04-17,11,2,0,100.0,0.0,0.0,0.0,0.0,0.0
barueri,101.0,5.0,3505708.0,-23.5057,-46.879,2020-04-17,22,4,0,-87.88,-100.0,8.0,0.0,4.95,5.3
batatais,1.0,0.0,3505906.0,-20.8929,-47.5921,2020-04-17,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
bauru,33.0,4.0,3506003.0,-22.3246,-49.0871,2020-04-17,16,10,1,400.0,0.0,3.0,0.0,12.12,10.34
bebedouro,2.0,0.0,3506102.0,-20.9491,-48.4791,2020-04-17,11,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
bilac,1.0,0.0,3506409.0,-21.404,-50.4746,2020-04-17,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
birigui,6.0,0.0,3506508.0,-21.291,-50.3432,2020-04-17,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0
boituva,5.0,0.0,3507001.0,-23.2855,-47.6786,2020-04-17,12,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
botucatu,27.0,2.0,3507506.0,-22.8837,-48.4437,2020-04-17,14,3,0,200.0,0.0,1.0,0.0,7.41,7.53
braganca paulista,35.0,7.0,3507605.0,-22.9527,-46.5419,2020-04-17,11,2,1,-60.0,0.0,1.0,0.0,20.0,17.5
brodowski,3.0,0.0,3507803.0,-20.9845,-47.6572,2020-04-17,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0
buritama,3.0,0.0,3508108.0,-21.0661,-50.1475,2020-04-17,3,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
cacapava,5.0,0.0,3508504.0,-23.0992,-45.7076,2020-04-17,10,-1,0,-200.0,0.0,0.0,0.0,0.0,0.0
cachoeira paulista,2.0,0.0,3508603.0,-22.6665,-45.0154,2020-04-17,17,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
caiabu,1.0,1.0,3508900.0,-22.0127,-51.2394,2020-04-17,7,0,0,0.0,0.0,0.0,0.0,100.0,100.0
caieiras,48.0,6.0,3509007.0,-23.3607,-46.7397,2020-04-17,22,1,0,-80.0,0.0,2.0,0.0,12.5,13.08
cajamar,7.0,1.0,3509205.0,-23.355,-46.8781,2020-04-17,20,0,0,-100.0,0.0,0.0,0.0,14.29,18.37
cajuru,2.0,0.0,3509403.0,-21.2749,-47.303000000000004,2020-04-17,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
campinas,164.0,7.0,3509502.0,-22.9053,-47.0659,2020-04-17,22,15,0,114.29,-100.0,9.0,0.0,4.27,4.48
campo limpo paulista,4.0,1.0,3509601.0,-23.2078,-46.7889,2020-04-17,2,3,1,0.0,0.0,0.0,0.0,25.0,0.0
campos do jordao,1.0,0.0,3509700.0,-22.7296,-45.5833,2020-04-17,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
capao bonito,1.0,0.0,3510203.0,-24.0113,-48.3482,2020-04-17,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
caraguatatuba,7.0,2.0,3510500.0,-23.6125,-45.4125,2020-04-17,12,2,0,100.0,0.0,0.0,0.0,28.57,45.51
carapicuiba,59.0,2.0,3510609.0,-23.5235,-46.8407,2020-04-17,22,7,0,-22.22,0.0,4.0,0.0,3.39,5.15
castilho,1.0,0.0,3511003.0,-20.8689,-51.4884,2020-04-17,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
catanduva,7.0,2.0,3511102.0,-21.1314,-48.977,2020-04-17,11,0,0,-100.0,0.0,0.0,0.0,28.57,36.73
cedral,1.0,0.0,3511300.0,-20.9009,-49.2664,2020-04-17,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0
conchas,1.0,1.0,3512308.0,-23.0154,-48.0134,2020-04-17,4,0,0,0.0,-100.0,0.0,0.0,100.0,0.0
cotia,76.0,4.0,3513009.0,-23.6022,-46.919,2020-04-17,22,4,0,100.0,0.0,3.0,0.0,5.26,6.07
cravinhos,6.0,1.0,3513108.0,-21.338,-47.7324,2020-04-17,15,0,0,0.0,0.0,0.0,0.0,16.67,31.43
cruzeiro,3.0,1.0,3513405.0,-22.5728,-44.968999999999994,2020-04-17,3,0,0,-100.0,-100.0,0.0,0.0,33.33,0.0
cubatao,8.0,0.0,3513504.0,-23.8911,-46.424,2020-04-17,8,3,0,200.0,0.0,0.0,0.0,0.0,0.0
diadema,115.0,3.0,3513801.0,-23.6813,-46.6205,2020-04-17,20,15,0,150.0,-100.0,8.0,0.0,2.61,2.19
dracena,1.0,1.0,3514403.0,-21.4843,-51.535,2020-04-17,16,0,0,0.0,0.0,0.0,0.0,100.0,100.0
duartina,1.0,0.0,3514502.0,-22.4146,-49.4084,2020-04-17,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
eldorado,1.0,1.0,3514809.0,-24.5281,-48.1141,2020-04-17,9,0,0,0.0,0.0,0.0,0.0,100.0,85.71
embu das artes,55.0,3.0,3515004.0,-23.6437,-46.8579,2020-04-17,22,5,1,-28.57,0.0,3.0,0.0,5.45,5.31
embu guacu,4.0,0.0,3515103.0,-23.8297,-46.8136,2020-04-17,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0
estiva gerbi,1.0,0.0,3557303.0,-22.2713,-46.9481,2020-04-17,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
fartura,1.0,0.0,3515400.0,-23.3916,-49.5124,2020-04-17,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
fernandopolis,4.0,0.0,3515509.0,-20.2806,-50.2471,2020-04-17,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ferraz de vasconcelos,52.0,2.0,3515707.0,-23.5411,-46.371,2020-04-17,21,5,0,-16.67,-100.0,2.0,0.0,3.85,1.92
franca,6.0,0.0,3516200.0,-20.5352,-47.4039,2020-04-17,16,0,-1,-100.0,0.0,0.0,0.0,0.0,10.71
francisco morato,21.0,1.0,3516309.0,-23.2792,-46.7448,2020-04-17,16,2,0,-300.0,0.0,1.0,0.0,4.76,6.3
franco da rocha,52.0,2.0,3516408.0,-23.3229,-46.729,2020-04-17,17,5,0,-16.67,0.0,4.0,0.0,3.85,6.5
garca,1.0,0.0,3516705.0,-22.2125,-49.6546,2020-04-17,5,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
guararapes,3.0,0.0,3518206.0,-21.2544,-50.6453,2020-04-17,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0
guararema,2.0,0.0,3518305.0,-23.4112,-46.0369,2020-04-17,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
guaratingueta,1.0,0.0,3518404.0,-22.8075,-45.1938,2020-04-17,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
guaruja,27.0,2.0,3518701.0,-23.9888,-46.258,2020-04-17,17,1,1,-88.89,0.0,2.0,0.0,7.41,1.61
guarulhos,295.0,28.0,3518800.0,-23.4538,-46.5333,2020-04-17,22,26,3,62.5,0.0,16.0,1.0,9.49,8.76
hortolandia,7.0,0.0,3519071.0,-22.8529,-47.2143,2020-04-17,22,2,0,-33.33,0.0,0.0,0.0,0.0,0.0
ibira,1.0,0.0,3519402.0,-21.083000000000002,-49.2448,2020-04-17,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ibiuna,3.0,0.0,3519709.0,-23.6596,-47.223,2020-04-17,11,2,0,0.0,0.0,0.0,0.0,0.0,0.0
igarapava,1.0,0.0,3520103.0,-20.0407,-47.7466,2020-04-17,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
igarata,1.0,0.0,3520202.0,-23.2037,-46.157,2020-04-17,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
ilha comprida,12.0,0.0,3520426.0,-24.7307,-47.5383,2020-04-17,12,3,0,0.0,0.0,0.0,0.0,0.0,0.0
ilha solteira,1.0,0.0,3520442.0,-20.4326,-51.3426,2020-04-17,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
ilhabela,3.0,0.0,3520400.0,-23.7785,-45.3552,2020-04-17,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
indaiatuba,9.0,0.0,3520509.0,-23.0816,-47.2101,2020-04-17,17,3,0,50.0,0.0,0.0,0.0,0.0,0.0
iracemapolis,1.0,0.0,3521408.0,-22.5832,-47.523,2020-04-17,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0
itanhaem,3.0,0.0,3522109.0,-24.1736,-46.788000000000004,2020-04-17,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0
itapecerica da serra,42.0,1.0,3522208.0,-23.7161,-46.8572,2020-04-17,17,4,0,-20.0,0.0,2.0,0.0,2.38,3.26
itapetininga,6.0,1.0,3522307.0,-23.5886,-48.0483,2020-04-17,13,1,0,0.0,0.0,0.0,0.0,16.67,25.95
itapeva,1.0,0.0,3522406.0,-23.9788,-48.8764,2020-04-17,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
itapevi,29.0,5.0,3522505.0,-23.5488,-46.9327,2020-04-17,19,1,0,0.0,0.0,1.0,0.0,17.24,20.21
itapira,14.0,3.0,3522604.0,-22.4357,-46.8224,2020-04-17,14,5,1,150.0,-50.0,1.0,0.0,21.43,6.24
itaquaquecetuba,47.0,0.0,3523107.0,-23.4835,-46.3457,2020-04-17,17,5,0,0.0,0.0,3.0,0.0,0.0,0.0
itarare,1.0,0.0,3523206.0,-24.1085,-49.3352,2020-04-17,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0
itatiba,2.0,1.0,3523404.0,-23.0035,-46.8464,2020-04-17,11,1,0,0.0,0.0,0.0,0.0,50.0,92.86
itatinga,1.0,0.0,3523503.0,-23.1047,-48.6157,2020-04-17,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
itu,5.0,0.0,3523909.0,-23.2544,-47.2927,2020-04-17,16,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
itupeva,2.0,0.0,3524006.0,-23.1526,-47.0593,2020-04-17,20,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
jaboticabal,7.0,2.0,3524303.0,-21.252,-48.3252,2020-04-17,15,0,0,0.0,0.0,0.0,0.0,28.57,33.47
jacarei,17.0,0.0,3524402.0,-23.2983,-45.9658,2020-04-17,10,10,0,900.0,0.0,2.0,0.0,0.0,0.0
jaci,2.0,0.0,3524501.0,-20.8805,-49.5797,2020-04-17,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
jaguariuna,2.0,0.0,3524709.0,-22.7037,-46.9851,2020-04-17,22,1,0,0.0,0.0,0.0,0.0,0.0,0.0
jales,2.0,0.0,3524808.0,-20.2672,-50.5494,2020-04-17,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
jandira,11.0,1.0,3525003.0,-23.5275,-46.9023,2020-04-17,20,0,0,-100.0,0.0,1.0,0.0,9.09,4.38
jardinopolis,4.0,0.0,3525102.0,-21.0176,-47.7606,2020-04-17,6,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
jau,3.0,0.0,3525300.0,-22.2936,-48.5592,2020-04-17,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0
joanopolis,1.0,0.0,3525508.0,-22.927,-46.2741,2020-04-17,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
jose bonifacio,2.0,0.0,3525706.0,-21.0551,-49.6892,2020-04-17,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0
jundiai,38.0,4.0,3525904.0,-23.1852,-46.8974,2020-04-17,22,11,1,37.5,0.0,3.0,0.0,10.53,9.58
juquitiba,1.0,1.0,3526209.0,-23.9244,-47.0653,2020-04-17,1,1,1,0.0,0.0,0.0,0.0,100.0,0.0
laranjal paulista,5.0,2.0,3526407.0,-23.0506,-47.8375,2020-04-17,10,1,0,0.0,0.0,0.0,0.0,40.0,55.71
leme,3.0,2.0,3526704.0,-22.1809,-47.3841,2020-04-17,4,0,0,0.0,0.0,0.0,0.0,66.67,0.0
lencois paulista,3.0,0.0,3526803.0,-22.6027,-48.8037,2020-04-17,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0
limeira,8.0,1.0,3526902.0,-22.566,-47.397,2020-04-17,17,1,0,0.0,0.0,0.0,0.0,12.5,5.87
lins,2.0,2.0,3527108.0,-21.6718,-49.7526,2020-04-17,4,1,1,0.0,0.0,0.0,0.0,100.0,0.0
lorena,1.0,0.0,3527207.0,-22.7334,-45.1197,2020-04-17,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
louveira,1.0,0.0,3527306.0,-23.0856,-46.9484,2020-04-17,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0
macatuba,1.0,0.0,3528007.0,-22.5002,-48.7102,2020-04-17,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0
mairinque,1.0,0.0,3528403.0,-23.5398,-47.185,2020-04-17,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
mairipora,10.0,2.0,3528502.0,-23.3171,-46.5897,2020-04-17,22,1,0,0.0,0.0,0.0,0.0,20.0,25.53
marilia,8.0,1.0,3529005.0,-22.2171,-49.9501,2020-04-17,15,0,0,-100.0,0.0,0.0,0.0,12.5,5.61
matao,3.0,0.0,3529302.0,-21.6025,-48.364,2020-04-17,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0
maua,77.0,4.0,3529401.0,-23.6677,-46.4613,2020-04-17,22,6,2,20.0,0.0,5.0,0.0,5.19,1.85
mineiros do tiete,2.0,1.0,3529807.0,-22.412,-48.451,2020-04-17,1,2,1,0.0,0.0,0.0,0.0,50.0,0.0
mirassol,5.0,0.0,3530300.0,-20.8169,-49.5206,2020-04-17,12,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
mococa,2.0,1.0,3530508.0,-21.4647,-47.0024,2020-04-17,10,0,0,0.0,0.0,0.0,0.0,50.0,50.0
mogi das cruzes,107.0,7.0,3530607.0,-23.5208,-46.1854,2020-04-17,22,21,1,250.0,0.0,8.0,0.0,6.54,5.89
mogi guacu,8.0,1.0,3530706.0,-22.3675,-46.9428,2020-04-17,17,1,0,0.0,0.0,0.0,0.0,12.5,15.73
mogi mirim,1.0,0.0,3530805.0,-22.4332,-46.9532,2020-04-17,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
mongagua,2.0,1.0,3531100.0,-24.0809,-46.6265,2020-04-17,4,0,0,0.0,0.0,0.0,0.0,50.0,0.0
monte alto,6.0,1.0,3531308.0,-21.2655,-48.4971,2020-04-17,11,0,0,-100.0,0.0,0.0,0.0,16.67,17.14
monte mor,1.0,0.0,3531803.0,-22.945,-47.3122,2020-04-17,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
morro agudo,2.0,0.0,3531902.0,-20.7288,-48.0581,2020-04-17,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
morungaba,4.0,0.0,3532009.0,-22.8811,-46.7896,2020-04-17,3,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
nhandeara,1.0,1.0,3532603.0,-20.6945,-50.0436,2020-04-17,4,0,1,0.0,0.0,0.0,0.0,100.0,0.0
nova odessa,1.0,0.0,3533403.0,-22.7832,-47.2941,2020-04-17,16,0,-1,0.0,0.0,0.0,0.0,0.0,85.71
olimpia,4.0,0.0,3533908.0,-20.7366,-48.9106,2020-04-17,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
orlandia,4.0,0.0,3534302.0,-20.7169,-47.8852,2020-04-17,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0
osasco,224.0,20.0,3534401.0,-23.5324,-46.7916,2020-04-17,22,21,2,-32.26,0.0,14.0,1.0,8.93,8.19
ourinhos,7.0,0.0,3534708.0,-22.9797,-49.8697,2020-04-17,8,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
pariquera acu,3.0,0.0,3536208.0,-24.7147,-47.8742,2020-04-17,14,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
paulinia,8.0,0.0,3536505.0,-22.7542,-47.1488,2020-04-17,20,2,0,100.0,0.0,0.0,0.0,0.0,0.0
paulistania,1.0,0.0,3536570.0,-22.5768,-49.4008,2020-04-17,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
pederneiras,1.0,0.0,3536703.0,-22.3511,-48.7781,2020-04-17,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
pedra bela,1.0,0.0,3536802.0,-22.7902,-46.4455,2020-04-17,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
penapolis,1.0,1.0,3537305.0,-21.4148,-50.0769,2020-04-17,20,0,0,0.0,0.0,0.0,0.0,100.0,100.0
peruibe,4.0,0.0,3537602.0,-24.311999999999998,-47.0012,2020-04-17,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0
pilar do sul,3.0,0.0,3537909.0,-23.8077,-47.7222,2020-04-17,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
pindamonhangaba,2.0,1.0,3538006.0,-22.9246,-45.4613,2020-04-17,11,0,0,0.0,0.0,0.0,0.0,50.0,35.71
pindorama,2.0,0.0,3538105.0,-21.1853,-48.9086,2020-04-17,10,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
piracaia,1.0,0.0,3538600.0,-23.0525,-46.3594,2020-04-17,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
piracicaba,19.0,2.0,3538709.0,-22.7338,-47.6476,2020-04-17,20,1,1,0.0,0.0,1.0,0.0,10.53,6.23
pirajui,1.0,0.0,3538907.0,-21.999000000000002,-49.4608,2020-04-17,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0
piratininga,3.0,0.0,3539400.0,-22.4142,-49.1339,2020-04-17,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0
poa,22.0,3.0,3539806.0,-23.5333,-46.3473,2020-04-17,22,7,1,75.0,0.0,1.0,0.0,13.64,12.8
pontal,4.0,0.0,3540200.0,-21.0216,-48.0423,2020-04-17,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
porto feliz,1.0,0.0,3540606.0,-23.2093,-47.5251,2020-04-17,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
porto ferreira,2.0,1.0,3540705.0,-21.8498,-47.486999999999995,2020-04-17,8,0,0,0.0,0.0,0.0,0.0,50.0,50.0
praia grande,46.0,7.0,3541000.0,-24.0084,-46.4121,2020-04-17,16,13,1,116.67,0.0,4.0,0.0,15.22,15.47
pratania,2.0,0.0,3541059.0,-22.8112,-48.6636,2020-04-17,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
presidente prudente,6.0,2.0,3541406.0,-22.1207,-51.3925,2020-04-17,10,2,0,0.0,0.0,0.0,0.0,33.33,47.62
presidente venceslau,8.0,3.0,3541505.0,-21.8732,-51.8447,2020-04-17,12,0,0,-100.0,-100.0,0.0,0.0,37.5,45.0
promissao,2.0,0.0,3541604.0,-21.5356,-49.8599,2020-04-17,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0
rancharia,1.0,0.0,3542206.0,-22.2269,-50.893,2020-04-17,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
registro,1.0,1.0,3542602.0,-24.4979,-47.8449,2020-04-17,1,1,1,0.0,0.0,0.0,0.0,100.0,0.0
ribeirao pires,28.0,0.0,3543303.0,-23.7067,-46.4058,2020-04-17,22,2,0,-33.33,0.0,1.0,0.0,0.0,0.0
ribeirao preto,72.0,5.0,3543402.0,-21.1699,-47.8099,2020-04-17,22,4,0,33.33,0.0,5.0,0.0,6.94,8.43
rinopolis,1.0,0.0,3543808.0,-21.7284,-50.7239,2020-04-17,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
rincao,1.0,0.0,3543709.0,-21.5894,-48.0728,2020-04-17,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0
rio claro,12.0,3.0,3543907.0,-22.3984,-47.5546,2020-04-17,21,0,0,-100.0,-100.0,1.0,0.0,25.0,26.19
rio grande da serra,7.0,0.0,3544103.0,-23.7437,-46.3971,2020-04-17,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0
salto,4.0,0.0,3545209.0,-23.1996,-47.2931,2020-04-17,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0
salto de pirapora,6.0,0.0,3545308.0,-23.6474,-47.5743,2020-04-17,17,2,0,0.0,0.0,0.0,0.0,0.0,0.0
santa barbara d'oeste,2.0,0.0,3545803.0,-22.7553,-47.4143,2020-04-17,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0
santa branca,2.0,1.0,3546009.0,-23.3933,-45.8875,2020-04-17,14,0,0,0.0,0.0,0.0,0.0,50.0,50.0
santa cruz do rio pardo,4.0,0.0,3546405.0,-22.8988,-49.6354,2020-04-17,12,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
santa gertrudes,1.0,0.0,3546702.0,-22.4572,-47.5272,2020-04-17,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
santa isabel,3.0,1.0,3546801.0,-23.3172,-46.2237,2020-04-17,17,0,0,-100.0,0.0,0.0,0.0,33.33,38.09
santa lucia,3.0,0.0,3546900.0,-21.685,-48.0885,2020-04-17,7,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
santana de parnaiba,53.0,0.0,3547304.0,-23.4439,-46.9178,2020-04-17,22,3,0,-66.67,0.0,3.0,0.0,0.0,0.0
santo andre,222.0,10.0,3547809.0,-23.6737,-46.5432,2020-04-17,22,17,3,-10.53,200.0,11.0,1.0,4.5,2.92
santo antonio da alegria,1.0,1.0,3547908.0,-21.0864,-47.1464,2020-04-17,1,1,1,0.0,0.0,0.0,0.0,100.0,0.0
santos,276.0,19.0,3548500.0,-23.9535,-46.335,2020-04-17,20,29,4,-6.45,33.33,18.0,2.0,6.88,4.76
sao bernardo do campo,281.0,17.0,3548708.0,-23.6914,-46.5646,2020-04-17,22,26,1,8.33,0.0,15.0,1.0,6.05,5.79
sao caetano do sul,94.0,4.0,3548807.0,-23.6229,-46.5548,2020-04-17,22,4,1,-20.0,0.0,4.0,0.0,4.26,3.43
sao carlos,6.0,2.0,3548906.0,-22.0174,-47.886,2020-04-17,12,0,0,0.0,0.0,0.0,0.0,33.33,36.19
sao joao da boa vista,4.0,0.0,3549102.0,-21.9707,-46.7944,2020-04-17,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0
sao joaquim da barra,2.0,0.0,3549409.0,-20.5812,-47.8593,2020-04-17,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0
sao jose do rio pardo,1.0,0.0,3549706.0,-21.5953,-46.8873,2020-04-17,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0
sao jose do rio preto,68.0,4.0,3549805.0,-20.8113,-49.3758,2020-04-17,22,3,1,-25.0,0.0,3.0,0.0,5.88,3.96
sao jose dos campos,135.0,3.0,3549904.0,-23.1896,-45.8841,2020-04-17,22,19,0,533.33,0.0,7.0,0.0,2.22,1.89
sao manuel,3.0,1.0,3550100.0,-22.7321,-48.5723,2020-04-17,14,0,0,0.0,0.0,0.0,0.0,33.33,33.33
sao miguel arcanjo,2.0,0.0,3550209.0,-23.8782,-47.9935,2020-04-17,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0
sao paulo,8744.0,643.0,3550308.0,-23.5329,-46.6395,2020-04-17,22,836,40,480.56,-11.11,394.0,33.0,7.35,7.26
sao pedro,1.0,0.0,3550407.0,-22.5483,-47.9096,2020-04-17,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0
sao roque,5.0,0.0,3550605.0,-23.5226,-47.1357,2020-04-17,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0
sao sebastiao,6.0,2.0,3550704.0,-23.7951,-45.4143,2020-04-17,22,1,0,0.0,-100.0,0.0,0.0,33.33,28.33
sao vicente,39.0,0.0,3551009.0,-23.9574,-46.3883,2020-04-17,17,3,0,-66.67,0.0,3.0,0.0,0.0,0.0
sertaozinho,8.0,1.0,3551702.0,-21.1316,-47.9875,2020-04-17,10,1,1,0.0,0.0,0.0,0.0,12.5,1.79
sorocaba,39.0,6.0,3552205.0,-23.4969,-47.4451,2020-04-17,21,3,1,-57.14,-50.0,3.0,0.0,15.38,10.85
sumare,5.0,0.0,3552403.0,-22.8204,-47.2728,2020-04-17,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0
suzano,74.0,6.0,3552502.0,-23.5448,-46.3112,2020-04-17,22,17,0,30.77,0.0,6.0,0.0,8.11,10.8
taboao da serra,110.0,6.0,3552809.0,-23.6019,-46.7526,2020-04-17,22,10,1,25.0,0.0,5.0,0.0,5.45,6.12
taiacu,2.0,0.0,3553104.0,-21.1431,-48.5112,2020-04-17,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0
tanabi,1.0,0.0,3553401.0,-20.6228,-49.6563,2020-04-17,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0
tatui,6.0,0.0,3554003.0,-23.3487,-47.8461,2020-04-17,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0
taubate,6.0,0.0,3554102.0,-23.0104,-45.5593,2020-04-17,22,0,0,-100.0,0.0,0.0,0.0,0.0,0.0
terra roxa,1.0,0.0,3554409.0,-20.787,-48.3314,2020-04-17,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0
tupa,2.0,0.0,3555000.0,-21.9335,-50.5191,2020-04-17,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0
